name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
dzstonew45	0	100	0	0	0			1	0	0	1	200		w45	scr	w45	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw45				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew46	0	100	0	0	0			1	0	0	1	200		w46	scr	w46	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw46				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew47	0	100	0	0	0			1	0	0	1	200		w47	scr	w47	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw47				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew48	0	100	0	0	0			1	0	0	1	200		w48	scr	w48	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw48				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew49	0	100	0	0	0			1	0	0	1	200		w49	scr	w49	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw49				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew50	0	100	0	0	0			1	0	0	1	200		w50	scr	w50	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw50				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew51	0	100	0	0	0			1	0	0	1	200		w51	scr	w51	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw51				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew52	0	100	0	0	0			1	0	0	1	200		w52	scr	w52	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw52				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew53	0	100	0	0	0			1	0	0	1	200		w53	scr	w53	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw53				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew54	0	100	0	0	0			1	0	0	1	200		w54	scr	w54	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw54				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew55	0	100	0	0	0			1	0	0	1	200		w55	scr	w55	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw55				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew56	0	100	0	0	0			1	0	0	1	200		w56	scr	w56	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw56				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew57	0	100	0	0	0			1	0	0	1	200		w57	scr	w57	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw57				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew58	0	100	0	0	0			1	0	0	1	200		w58	scr	w58	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw58				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew59	0	100	0	0	0			1	0	0	1	200		w59	scr	w59	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw59				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew60	0	100	0	0	0			1	0	0	1	200		w60	scr	w60	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw60				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew61	0	100	0	0	0			1	0	0	1	200		w61	scr	w61	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw61				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew62	0	100	0	0	0			1	0	0	1	200		w62	scr	w62	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw62				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew63	0	100	0	0	0			1	0	0	1	200		w63	scr	w63	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw63				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew64	0	100	0	0	0			1	0	0	1	200		w64	scr	w64	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw64				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew65	0	100	0	0	0			1	0	0	1	200		w65	scr	w65	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw65				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew66	0	100	0	0	0			1	0	0	1	200		w66	scr	w66	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw66				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew67	0	100	0	0	0			1	0	0	1	200		w67	scr	w67	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw67				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew68	0	100	0	0	0			1	0	0	1	200		w68	scr	w68	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw68				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew69	0	100	0	0	0			1	0	0	1	200		w69	scr	w69	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw69				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew70	0	100	0	0	0			1	0	0	1	200		w70	scr	w70	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw70				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew71	0	100	0	0	0			1	0	0	1	200		w71	scr	w71	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw71				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew72	0	100	0	0	0			1	0	0	1	200		w72	scr	w72	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw72				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew73	0	100	0	0	0			1	0	0	1	200		w73	scr	w73	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw73				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew74	0	100	0	0	0			1	0	0	1	200		w74	scr	w74	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw74				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew75	0	100	0	0	0			1	0	0	1	200		w75	scr	w75	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw75				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew76	0	100	0	0	0			1	0	0	1	200		w76	scr	w76	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw76				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew77	0	100	0	0	0			1	0	0	1	200		w77	scr	w77	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw77				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew78	0	100	0	0	0			1	0	0	1	200		w78	scr	w78	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw78				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew79	0	100	0	0	0			1	0	0	1	200		w79	scr	w79	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw79				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew80	0	100	0	0	0			1	0	0	1	200		w80	scr	w80	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw80				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew81	0	100	0	0	0			1	0	0	1	200		w81	scr	w81	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw81				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew82	0	100	0	0	0			1	0	0	1	200		w82	scr	w82	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw82				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew83	0	100	0	0	0			1	0	0	1	200		w83	scr	w83	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw83				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew84	0	100	0	0	0			1	0	0	1	200		w84	scr	w84	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw84				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew85	0	100	0	0	0			1	0	0	1	200		w85	scr	w85	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw85				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew86	0	100	0	0	0			1	0	0	1	200		w86	scr	w86	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw86				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew87	0	100	0	0	0			1	0	0	1	200		w87	scr	w87	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw87				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
