Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	85	23	52	88	975	1300	1950	150	150	25	25	25	25	1	0	25	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	baboon3	arach3	willowisp5													mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	baboon3	arach3	willowisp5												mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	baboon3	arach3	willowisp5												rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	85	24	53	88	975	1300	1950	150	150	25	25	25	25	1	0	25	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	baboon4	arach4	willowisp6	baboon7	bonefetish1											mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	baboon4	arach4	willowisp6	baboon7	bonefetish1										mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	baboon4	arach4	willowisp6	baboon7	bonefetish1										rat	rat			100	100							0	26	255	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	85	23	53	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	brute5	corruptrogue5	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mosquito1	thornhulk1	fetish2	unraveler6	willowisp7	baboon8	fallen4										brute5	corruptrogue5	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mosquito1	thornhulk1	fetish2	unraveler6	willowisp7	baboon8	fallen4									brute5	corruptrogue5	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mosquito1	thornhulk1	fetish2	unraveler6	willowisp7	baboon8	fallen4									rat				30								0	28	255	Ruined Temple	To The Ruined Temple	EnteringTheRuinedTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	85	23	53	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	frogdemon2	thornhulk2	zombie4	unraveler7	zealot4	bonefetish6	fallen5										brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	frogdemon2	thornhulk2	zombie4	unraveler7	zealot4	bonefetish6	fallen5									brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	frogdemon2	thornhulk2	zombie4	unraveler7	zealot4	bonefetish6	fallen5									rat				30								0	28	255	Disused Fane	To The Disused Fane	EnteringTheDisusedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	85	23	53	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishshaman3	fetish4	fetishshaman4	unraveler8	zealot5	bonefetish7	sandmaggot7										brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishshaman3	fetish4	fetishshaman4	unraveler8	zealot5	bonefetish7	sandmaggot7									brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishshaman3	fetish4	fetishshaman4	unraveler8	zealot5	bonefetish7	sandmaggot7									rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	EnteringTheForgottenReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	85	24	54	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	clawviper5	scarab5	batdemon4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	corruptrogue5	sandleaper4	vulture3	zealot1	unraveler9	fetish5	fallen4	maggotegg6										clawviper5	scarab5	batdemon4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	corruptrogue5	sandleaper4	vulture3	zealot1	unraveler9	fetish5	fallen4	maggotegg6									clawviper5	scarab5	batdemon4	cr_archer5	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	corruptrogue5	sandleaper4	vulture3	zealot1	unraveler9	fetish5	fallen4	maggotegg6									rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	EnteringTheForgottenTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	85	24	54	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	clawviper5	scarab5	batdemon4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord6	sandmaggot6	fallen5	vampire6								clawviper5	scarab5	batdemon4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord6	sandmaggot6	fallen5	vampire6							clawviper5	scarab5	batdemon4	cr_archer5	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord6	sandmaggot6	fallen5	vampire6							rat				30								0	28	255	Ruined Fane	To The Ruined Fane	EnteringTheRuinedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	85	24	54	88	1485	1980	2970	150	150	25	25	25	25	1	0	25	clawviper5	scarab5	batdemon4	cr_archer5	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord7	maggotbaby6	bloodlord4	vampire7								clawviper5	scarab5	batdemon4	cr_archer5	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord7	maggotbaby6	bloodlord4	vampire7							clawviper5	scarab5	batdemon4	cr_archer5	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	bloodlord7	maggotbaby6	bloodlord4	vampire7							rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	EnteringTheDisusedReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0
Act 3 - Mephisto 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	25	50	85	25	55	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	sandleaper4	bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	fallen4	maggotegg6	unraveler9	fetish5								mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	sandleaper4	bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	fallen4	maggotegg6	unraveler9	fetish5							mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	sandleaper4	bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	fallen4	maggotegg6	unraveler9	fetish5							bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	EnteringTheDuranceOfHateLevel1	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	25	50	85	25	55	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	zombie4	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	sandleaper4	fallen5	vampire6	bloodlord6	sandmaggot6							mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	zombie4	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	sandleaper4	fallen5	vampire6	bloodlord6	sandmaggot6						mummy5	vampire3	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	arach3	zombie4	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	sandleaper4	fallen5	vampire6	bloodlord6	sandmaggot6						bat				30								0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	EnteringTheDuranceOfHateLevel2	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	25	50	85	25	55	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	vampire4	vampire4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zealot2	scarab5	fetishshaman4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	bloodlord4	vampire7	bloodlord7	maggotbaby6							vampire4	vampire4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zealot2	scarab5	fetishshaman4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	bloodlord4	vampire7	bloodlord7	maggotbaby6						vampire4	vampire4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	zealot2	scarab5	fetishshaman4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	cr_archer5	bloodlord4	vampire7	bloodlord7	maggotbaby6						bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	EnteringTheDuranceOfHateLevel3	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	0	0	2025	0	25	50				0	0	0	150	150	25	25	25	25	0	0																																																																																										0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	EnteringThePandemoniumFortress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	26	51	85	26	56	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	fingermage3	doomknight3	megademon3	bighead5	batdemon5	vilemother2	invisospawner	megademon6	dkmag1	megademon4	fingermage4	vilechild4	willowisp8	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4			sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	fingermage3	doomknight3	megademon3	bighead5	batdemon5	vilemother2	invisospawner	megademon6	dkmag1	megademon4	fingermage4	vilechild4	willowisp8	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4		sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	fingermage3	doomknight3	megademon3	bighead5	batdemon5	vilemother2	invisospawner	megademon6	dkmag1	megademon4	fingermage4	vilechild4	willowisp8	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4														0	32	255	Outer Steppes	To The Outer Steppes	EnteringTheOuterSteppes	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	26	51	85	26	56	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	megademon6	megademon1	megademon6	dkfig2	regurgitator4	megademon4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3			willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	megademon6	megademon1	megademon6	dkfig2	regurgitator4	megademon4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3		willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	megademon6	megademon1	megademon6	dkfig2	regurgitator4	megademon4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3														0	32	255	Plains of Despair	To The Plains of Despair	EnteringThePlainsOfDespair	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	255	255	0	0	1	0	2025	27	52	85	27	57	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	sandleaper5	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4	dkmag1	megademon4	fingermage4	vilechild4	willowisp8			bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	sandleaper5	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4	dkmag1	megademon4	fingermage4	vilechild4	willowisp8		bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2	sandleaper5	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3	dkfig1	megademon1	vilechild1	vilemother4	regurgitator4	dkmag1	megademon4	fingermage4	vilechild4	willowisp8														0	32	28	City of the Damned	To The City of the Damned	EnteringTheCityOfTheDamned	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0
Act 4 - Lava 1	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3800	27	52	85	27	57	88	1200	1600	2400	150	150	25	25	25	25	1	5	25	sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	willowisp3	vilemother1	fingermage1	regurgitator1	fingermage4	megademon1	regurgitator4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3	dkmag2	megademon5	fingermage5	vilechild5	megademon2			sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	willowisp3	vilemother1	fingermage1	regurgitator1	fingermage4	megademon1	regurgitator4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3	dkmag2	megademon5	fingermage5	vilechild5	megademon2		sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	willowisp3	vilemother1	fingermage1	regurgitator1	fingermage4	megademon1	regurgitator4	dkfig2	megademon2	vilechild2	vilemother5	dkmag3	dkmag2	megademon5	fingermage5	vilechild5	megademon2														0	33	29	River of Flame	To The River of Flame	EnteringTheRiverOfFlame	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	28	53	85	28	58	88	1200	1600	2400	150	150	25	25	25	25	1	0	25	fingermage3	doomknight3	megademon3	sandleaper5	vilemother1	fingermage1	regurgitator1	bighead5	batdemon5	vilemother2	doomknight1	megademon2	megademon5	dkfig1	dkmag2	megademon5	fingermage5	vilechild5	megademon2	megademon1	megademon6	dkfig2	regurgitator4	megademon4			fingermage3	doomknight3	megademon3	sandleaper5	vilemother1	fingermage1	regurgitator1	bighead5	batdemon5	vilemother2	doomknight1	megademon2	megademon5	dkfig1	dkmag2	megademon5	fingermage5	vilechild5	megademon2	megademon1	megademon6	dkfig2	regurgitator4	megademon4		fingermage3	doomknight3	megademon3	sandleaper5	vilemother1	fingermage1	regurgitator1	bighead5	batdemon5	vilemother2	doomknight1	megademon2	megademon5	dkfig1	dkmag2	megademon5	fingermage5	vilechild5	megademon2	megademon1	megademon6	dkfig2	regurgitator4	megademon4														0	34	255	Chaos Sanctum	To Chaos Sanctum	EnteringChaosSanctum	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0
Expansion																																																														0	0	0	150	150	25	25	25	25																																																																																																																	
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	0	0				0	0	0	150	150	25	25	25	25	0	0																																																																																										0	36	30	Harrogath	To Harrogath	EnteringHarrogath	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	85	24	58	88	0	1300	1950	150	150	25	25	25	25	0	0	25	minion1	deathmauler1	overseer1	bloodlord2	frozenhorror1	succubus8	succubuswitch9	minion6	reanimatedhorde5	succubus3	overseer4	suicideminion6	suicideminion6	succubuswitch4	reanimatedhorde6	catapult4	siegebeast1	minion3	suicideminion1	imp3							minion1	deathmauler1	overseer1	bloodlord2	frozenhorror1	succubus8	succubuswitch9	minion6	reanimatedhorde5	succubus3	overseer4	suicideminion6	suicideminion6	succubuswitch4	reanimatedhorde6	catapult4	siegebeast1	minion3	suicideminion1	imp3						minion1	deathmauler1	overseer1	bloodlord2	frozenhorror1	succubus8	succubuswitch9	minion6	reanimatedhorde5	succubus3	overseer4	suicideminion6	suicideminion6	succubuswitch4	reanimatedhorde6	catapult4	siegebeast1	minion3	suicideminion1	imp3						bunny				3								0	37	255	Bloody Foothills	To The Bloody Foothills	EnteringTheBloodyFoothills	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3900	25	50	85	25	59	88	675	900	1350	150	150	25	25	25	25	0	0	25	imp1	siegebeast2	frozenhorror1	reanimatedhorde3	bloodlord2	minion7	succubus2	siegebeast2	minion1	deathmauler1	overseer1	reanimatedhorde1	suicideminion7	succubuswitch5	reanimatedhorde6	succubus6	catapult3	minion4	suicideminion2	catapult1							imp1	siegebeast2	frozenhorror1	reanimatedhorde3	bloodlord2	minion7	succubus2	siegebeast2	minion1	deathmauler1	overseer1	reanimatedhorde1	suicideminion7	succubuswitch5	reanimatedhorde6	succubus6	catapult3	minion4	suicideminion2	catapult1						imp1	siegebeast2	frozenhorror1	reanimatedhorde3	bloodlord2	minion7	succubus2	siegebeast2	minion1	deathmauler1	overseer1	reanimatedhorde1	suicideminion7	succubuswitch5	reanimatedhorde6	succubus6	catapult3	minion4	suicideminion2	catapult1						bunny				2								0	37	31	Rigid Highlands	To The Rigid Highlands	EnteringTheRigidHighlands	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	26	51	85	26	60	88	525	700	1050	150	150	25	25	25	25	0	0	25	overseer2	minion2	frozenhorror1	reanimatedhorde4	deathmauler2	putriddefiler1	siegebeast2	reanimatedhorde5	succubuswitch2	snowyeti1	succubus2	deathmauler3	suicideminion8	siegebeast1	imp6	succubus7	siegebeast4	minion5	suicideminion3	catapult2							overseer2	minion2	frozenhorror1	reanimatedhorde4	deathmauler2	putriddefiler1	siegebeast2	reanimatedhorde5	succubuswitch2	snowyeti1	succubus2	deathmauler3	suicideminion8	siegebeast1	imp6	succubus7	siegebeast4	minion5	suicideminion3	catapult2						overseer2	minion2	frozenhorror1	reanimatedhorde4	deathmauler2	putriddefiler1	siegebeast2	reanimatedhorde5	succubuswitch2	snowyeti1	succubus2	deathmauler3	suicideminion8	siegebeast1	imp6	succubus7	siegebeast4	minion5	suicideminion3	catapult2						bunny				2								0	37	32	Arreat Plateau	To The Arreat Plateau	EnteringTheArreatPlateau	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	115	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	85	29	61	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	frozenhorror1	succubus3	bloodlord1	minion6	succubus4	putriddefiler2	bloodlord5	succubuswitch3	frozenhorror3	suicideminion6	reanimatedhorde3	suicideminion6	minion9	minion10	imp7	succubuswitch6	siegebeast5	minion8	suicideminion4	deathmauler5							frozenhorror1	succubus3	bloodlord1	minion6	succubus4	putriddefiler2	bloodlord5	succubuswitch3	frozenhorror3	suicideminion6	reanimatedhorde3	suicideminion6	minion9	minion10	imp7	succubuswitch6	siegebeast5	minion8	suicideminion4	deathmauler5						frozenhorror1	succubus3	bloodlord1	minion6	succubus4	putriddefiler2	bloodlord5	succubuswitch3	frozenhorror3	suicideminion6	reanimatedhorde3	suicideminion6	minion9	minion10	imp7	succubuswitch6	siegebeast5	minion8	suicideminion4	deathmauler5																		0	39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	EnteringTheCrystalizedCavernLevel1	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
